Product,Subscribers From,Subscribers To,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5
[Unlimited] Contact Center,200,499,10.00%,15.00%,20.00%,25.00%,,>25.00%
[Unlimited] Contact Center,500,999,25.00%,30.00%,35.00%,40.00%,,>40.00%
[Unlimited] Contact Center,1000,1999,40.00%,45.00%,50.00%,60.00%,,>60.00%
[Unlimited] Contact Center,2000,999999999,45.00%,50.00%,55.00%,65.00%,,>65.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,1,4,35.00%,45.00%,55.00%,65.00%,75.00%,>75.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,5,9,40.00%,50.00%,60.00%,70.00%,80.00%,>80.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,10,49,45.00%,55.00%,65.00%,75.00%,84.00%,>84.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,50,99,50.00%,60.00%,70.00%,80.00%,87.00%,>87.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,100,499,55.00%,65.00%,75.00%,82.00%,90.00%,>90.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,500,999,60.00%,70.00%,80.00%,85.00%,90.00%,>90.00%
[Unlimited] Connected Assets Provisioning - Agentforce 1 Edition,1000,999999999,70.00%,75.00%,82.00%,85.00%,90.00%,>90.00%
[Unlimited] Field Service - Contractor - Logins (per Month),1,19,5.00%,10.00%,20.00%,>20.00%,,
[Unlimited] Field Service - Contractor - Logins (per Month),20,99,15.00%,28.00%,36.00%,>36.00%,,
[Unlimited] Field Service - Contractor - Logins (per Month),100,499,25.00%,30.00%,40.00%,>40.00%,,
[Unlimited] Field Service - Contractor - Logins (per Month),500,2499,35.00%,45.00%,55.00%,60.00%,,>60.00%
[Unlimited] Field Service - Contractor - Logins (per Month),2500,4999,45.00%,60.00%,65.00%,70.00%,,>70.00%
[Unlimited] Field Service - Contractor - Logins (per Month),5000,19999,60.00%,70.00%,82.00%,85.00%,,>85.00%
[Unlimited] Field Service - Contractor - Logins (per Month),20000,49999,75.00%,80.00%,85.00%,87.00%,90.00%,>90.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",1,10,41.00%,44.00%,49.00%,53.00%,,>53.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",11,20,43.00%,46.00%,52.00%,56.00%,,>56.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",21,40,46.00%,49.00%,55.00%,59.00%,,>59.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",41,70,48.00%,55.00%,61.00%,65.00%,,>65.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",71,100,49.00%,61.00%,67.00%,71.00%,,>71.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",101,200,58.00%,65.00%,69.00%,74.00%,,>74.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",201,300,64.00%,69.00%,74.00%,78.00%,,>78.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",301,500,64.00%,76.00%,79.00%,80.00%,,>80.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",501,700,70.00%,77.00%,79.00%,81.00%,,>81.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",701,1000,73.00%,77.00%,81.00%,83.00%,,>83.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",1001,1500,76.00%,80.00%,83.00%,85.00%,,>85.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",1501,2000,79.00%,81.00%,83.00%,86.00%,,>86.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",2001,2500,79.00%,83.00%,85.00%,87.00%,,>87.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",2501,3000,81.00%,85.00%,87.00%,89.00%,,>89.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",3001,3500,82.00%,86.00%,88.00%,90.00%,,>90.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",3501,4000,84.00%,87.00%,89.00%,92.00%,,>92.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",4001,5000,85.00%,88.00%,92.00%,94.00%,,>94.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",5001,10000,88.00%,91.00%,93.00%,95.00%,,>95.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",10001,15000,90.00%,92.00%,94.00%,96.00%,,>96.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",15001,20000,91.00%,94.00%,95.00%,96.00%,,>96.00%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",20001,30000,91.00%,94.50%,95.50%,96.00%,96.50%,>96.50%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",30001,40000,91.00%,95.00%,95.50%,96.00%,96.90%,>96.90%
"[Enterprise, Unlimited] Provider Self Service for Public Sector - Members",40001,999999999,91.00%,95.00%,96.00%,97.00%,97.20%,>97.20%
[Unlimited] Manufacturing Cloud - Service,1,9,23.00%,32.00%,40.00%,43.00%,52.00%,>52.00%
[Unlimited] Manufacturing Cloud - Service,10,24,26.00%,34.00%,41.00%,45.00%,52.00%,>52.00%
[Unlimited] Manufacturing Cloud - Service,25,49,29.00%,34.00%,41.00%,45.00%,55.00%,>55.00%
[Unlimited] Manufacturing Cloud - Service,50,99,31.00%,36.00%,43.00%,47.00%,57.00%,>57.00%
[Unlimited] Manufacturing Cloud - Service,100,199,32.00%,42.00%,50.00%,56.00%,59.00%,>59.00%
[Unlimited] Manufacturing Cloud - Service,200,499,32.00%,46.00%,55.00%,59.00%,63.00%,>63.00%
[Unlimited] Manufacturing Cloud - Service,500,999,32.00%,49.00%,57.00%,64.00%,68.00%,>68.00%
[Unlimited] Manufacturing Cloud - Service,1000,1999,37.00%,50.00%,63.00%,69.00%,74.00%,>74.00%
[Unlimited] Manufacturing Cloud - Service,2000,2999,37.00%,53.00%,66.00%,75.00%,81.00%,>81.00%
[Unlimited] Manufacturing Cloud - Service,3000,4999,37.00%,55.00%,68.00%,77.00%,82.00%,>82.00%
[Unlimited] Manufacturing Cloud - Service,5000,7499,41.00%,56.00%,69.00%,79.00%,84.00%,>84.00%
[Unlimited] Manufacturing Cloud - Service,7500,999999999,42.00%,57.00%,70.00%,80.00%,85.00%,>85.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",1,10,28.00%,37.00%,44.00%,47.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",11,25,31.00%,39.00%,44.00%,49.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",26,50,34.00%,39.00%,44.00%,49.00%,57.00%,>57.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",51,100,36.00%,40.00%,46.00%,50.00%,59.00%,>59.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",101,200,37.00%,45.00%,53.00%,58.00%,61.00%,>61.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",201,500,37.00%,51.00%,57.00%,61.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",501,1000,37.00%,52.00%,60.00%,66.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",1001,2000,42.00%,53.00%,65.00%,71.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",2001,3000,42.00%,56.00%,68.00%,76.00%,82.00%,>82.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",3001,5000,42.00%,58.00%,70.00%,78.00%,84.00%,>84.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",5001,7500,46.00%,60.00%,72.00%,80.00%,86.00%,>86.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",7501,10000,47.00%,61.00%,73.00%,81.00%,87.00%,>87.00%
"[Enterprise, Unlimited] Salesforce Scheduler - Additional Appointments (1000/Month)",10001,999999999,,,,,,>0.00%
[Enterprise] Agentforce IT Service Desk,1,9,5.00%,8.00%,10.00%,15.00%,20.00%,>20.00%
[Enterprise] Agentforce IT Service Desk,10,24,8.00%,12.00%,15.00%,20.00%,25.00%,>25.00%
[Enterprise] Agentforce IT Service Desk,25,49,10.00%,15.00%,18.00%,24.00%,30.00%,>30.00%
[Enterprise] Agentforce IT Service Desk,50,74,12.00%,16.00%,20.00%,26.00%,32.00%,>32.00%
[Enterprise] Agentforce IT Service Desk,75,100,15.00%,20.00%,25.00%,30.00%,36.00%,>36.00%
[Enterprise] Agentforce IT Service Desk,101,199,16.00%,22.00%,30.00%,37.00%,44.00%,>44.00%
[Enterprise] Agentforce IT Service Desk,200,499,18.00%,25.00%,34.00%,42.00%,50.00%,>50.00%
[Unlimited] Agentforce IT Service Desk,1,9,6.00%,10.00%,12.00%,18.00%,24.00%,>24.00%
[Unlimited] Agentforce IT Service Desk,10,24,10.00%,14.00%,18.00%,24.00%,30.00%,>30.00%
[Unlimited] Agentforce IT Service Desk,25,49,12.00%,18.00%,22.00%,29.00%,36.00%,>36.00%
[Unlimited] Agentforce IT Service Desk,50,74,14.00%,19.00%,24.00%,31.00%,38.00%,>38.00%
[Unlimited] Agentforce IT Service Desk,75,100,18.00%,24.00%,30.00%,36.00%,43.00%,>43.00%
[Unlimited] Agentforce IT Service Desk,101,199,19.00%,26.00%,36.00%,44.00%,53.00%,>53.00%
[Unlimited] Agentforce IT Service Desk,200,499,22.00%,30.00%,41.00%,50.00%,60.00%,>60.00%
[Unlimited] Agentforce IT Service Desk,500,999999999,24.00%,36.00%,48.00%,60.00%,72.00%,>72.00%
"[Enterprise, Unlimited] AI Agents for Employees",1,999999999,40.00%,50.00%,60.00%,80.00%,,>80.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",1,10,1.00%,5.00%,12.00%,30.00%,,>30.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",11,20,4.00%,8.00%,17.00%,34.00%,,>34.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",21,40,6.00%,12.00%,22.00%,40.00%,,>40.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",41,70,9.00%,18.00%,28.00%,45.00%,,>45.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",71,100,13.00%,23.00%,34.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",101,200,17.00%,28.00%,40.00%,57.00%,,>57.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",201,300,22.00%,33.00%,45.00%,63.00%,,>63.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",301,500,27.00%,38.00%,51.00%,67.00%,,>67.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",501,700,32.00%,44.00%,56.00%,70.00%,,>70.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",701,1000,37.00%,50.00%,61.00%,73.00%,,>73.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",1001,1500,42.00%,56.00%,66.00%,75.00%,,>75.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",1501,2000,47.00%,61.00%,70.00%,77.00%,,>77.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",2001,2500,52.00%,67.00%,74.00%,79.00%,,>79.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",2501,3000,57.00%,70.00%,78.00%,82.00%,,>82.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",3001,3500,62.00%,74.00%,81.00%,84.00%,,>84.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",3501,4000,66.00%,77.00%,83.00%,86.00%,,>86.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",4001,5000,68.00%,79.00%,85.00%,89.30%,,>89.30%
"[Enterprise, Unlimited] Customer Community Plus - Members",5001,10000,71.00%,82.00%,87.00%,90.00%,,>90.00%
"[Enterprise, Unlimited] Customer Community Plus - Members",10001,15000,74.00%,84.00%,89.00%,91.50%,,>91.50%
"[Enterprise, Unlimited] Customer Community Plus - Members",15001,20000,76.00%,86.00%,91.00%,92.50%,,>92.50%
"[Enterprise, Unlimited] Customer Community Plus - Members",20001,30000,78.00%,88.00%,92.00%,93.50%,94.10%,>94.10%
"[Enterprise, Unlimited] Customer Community Plus - Members",30001,40000,79.00%,89.00%,92.50%,94.00%,95.10%,>95.10%
"[Enterprise, Unlimited] Customer Community Plus - Members",40001,999999,80.00%,90.00%,93.00%,95.00%,95.40%,>95.40%
"[Enterprise, Unlimited] Unlimited Customer Community Plus",1,999999999,5.00%,10.00%,15.00%,25.00%,,>25.00%
[Unlimited] Employee Service - Console,2,9,5.00%,8.00%,10.00%,12.00%,21.00%,>21.00%
[Unlimited] Employee Service - Console,10,24,6.00%,10.00%,12.00%,15.00%,25.00%,>25.00%
[Unlimited] Employee Service - Console,25,49,7.00%,12.00%,15.00%,18.00%,30.00%,>30.00%
[Unlimited] Employee Service - Console,50,99,8.00%,14.00%,17.00%,21.00%,31.00%,>31.00%
[Unlimited] Employee Service - Console,100,199,11.00%,18.00%,23.00%,28.00%,34.00%,>34.00%
[Unlimited] Employee Service - Console,200,499,13.00%,20.00%,25.00%,31.00%,37.00%,>37.00%
[Unlimited] Employee Service - Console,500,999,15.00%,25.00%,31.00%,38.00%,45.00%,>45.00%
[Unlimited] Employee Service - Console,1000,1999,17.00%,27.00%,34.00%,43.00%,50.00%,>50.00%
[Unlimited] Employee Service - Console,2000,999999999,21.00%,33.00%,41.00%,51.00%,60.00%,>60.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",1,10,12.00%,15.00%,21.00%,>21.00%,,
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",11,20,12.00%,17.00%,21.00%,>21.00%,,
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",21,40,12.00%,15.00%,17.00%,21.00%,,>21.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",41,70,12.00%,15.00%,19.00%,21.00%,,>21.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",71,100,12.00%,17.00%,19.00%,21.00%,,>21.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",101,200,16.00%,18.00%,20.00%,21.00%,,>21.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",201,300,18.00%,20.00%,21.00%,25.00%,,>25.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",301,500,18.00%,22.00%,23.00%,25.00%,,>25.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",501,700,20.00%,22.00%,23.00%,25.00%,,>25.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",701,1000,29.00%,32.00%,35.00%,36.00%,,>36.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",1001,1500,31.00%,34.00%,36.00%,37.00%,,>37.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",1501,2000,33.00%,35.00%,36.00%,38.00%,,>38.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",2001,2500,33.00%,36.00%,37.00%,39.00%,,>39.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",2501,3000,35.00%,37.00%,39.00%,40.00%,,>40.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",3001,3500,35.00%,38.00%,39.00%,41.00%,,>41.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",3501,4000,37.00%,39.00%,40.00%,42.00%,,>42.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",4001,5000,44.00%,46.00%,50.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",5001,10000,53.00%,56.00%,58.00%,60.00%,,>60.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",10001,15000,62.00%,65.00%,67.00%,68.00%,,>68.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",15001,20000,70.00%,74.00%,76.00%,77.00%,,>77.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",20001,30000,70.00%,75.00%,76.00%,77.00%,,>77.00%
"[Enterprise, Unlimited] Experience Cloud for Learner Success - Members",30001,40000,70.00%,76.00%,77.00%,>77.00%,,
[Unlimited] Energy & Utilities Cloud Growth - Service,1,9,39.00%,48.00%,54.00%,57.00%,65.00%,>65.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,10,24,42.00%,50.00%,54.00%,59.00%,65.00%,>65.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,25,49,45.00%,50.00%,54.00%,59.00%,67.00%,>67.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,50,99,47.00%,51.00%,56.00%,60.00%,68.00%,>68.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,100,199,48.00%,55.00%,63.00%,68.00%,70.00%,>70.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,200,499,48.00%,61.00%,67.00%,70.00%,74.00%,>74.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,500,999,48.00%,62.00%,69.00%,75.00%,79.00%,>79.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,1000,1999,52.00%,63.00%,74.00%,80.00%,83.00%,>83.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,2000,2999,52.00%,66.00%,77.00%,84.00%,90.00%,>90.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,3000,4999,52.00%,68.00%,79.00%,86.00%,92.00%,>92.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,5000,7499,56.00%,69.00%,81.00%,88.00%,94.00%,>94.00%
[Unlimited] Energy & Utilities Cloud Growth - Service,7500,999999999,57.00%,70.00%,82.00%,89.00%,95.00%,>95.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",1,9,10.00%,15.00%,20.00%,30.00%,45.00%,>45.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",10,49,15.00%,20.00%,30.00%,40.00%,50.00%,>50.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",50,99,20.00%,25.00%,35.00%,45.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",100,199,25.00%,30.00%,40.00%,50.00%,60.00%,>60.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",200,499,30.00%,35.00%,45.00%,55.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",500,999,35.00%,40.00%,50.00%,60.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",1000,9999,40.00%,45.00%,55.00%,65.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Additional Collections (1,000)",10000,999999999,45.00%,50.00%,60.00%,70.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",1,99,35.00%,38.00%,41.00%,44.00%,47.00%,>47.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",100,999,40.00%,43.00%,46.00%,49.00%,52.00%,>52.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",1000,9999,45.00%,48.00%,51.00%,54.00%,57.00%,>57.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",10000,49999,50.00%,53.00%,56.00%,59.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",50000,99999,55.00%,58.00%,61.00%,64.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",100000,249999,60.00%,63.00%,66.00%,69.00%,72.00%,>72.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",250000,499999,66.00%,69.00%,72.00%,75.00%,78.00%,>78.00%
"[Enterprise, Unlimited] Insurance Brokerage User Add-on",500000,999999999,73.00%,75.00%,77.00%,79.00%,81.00%,>81.00%
[Enterprise] Nonprofit Cloud for Grantmaking,1,9,37.72%,44.74%,56.14%,64.91%,,>64.91%
[Enterprise] Nonprofit Cloud for Grantmaking,10,24,39.47%,48.25%,58.77%,70.18%,,>70.18%
[Enterprise] Nonprofit Cloud for Grantmaking,25,49,43.86%,49.12%,63.16%,71.93%,,>71.93%
[Enterprise] Nonprofit Cloud for Grantmaking,50,99,45.61%,50.88%,64.91%,78.07%,,>78.07%
[Enterprise] Nonprofit Cloud for Grantmaking,100,199,47.37%,52.63%,68.42%,80.70%,,>80.70%
[Enterprise] Nonprofit Cloud for Grantmaking,200,999999999,50.88%,55.26%,70.18%,80.70%,,>80.70%
[Unlimited] Nonprofit Cloud for Grantmaking,1,24,35.00%,50.00%,52.00%,58.00%,65.00%,>65.00%
[Unlimited] Nonprofit Cloud for Grantmaking,25,49,40.00%,52.00%,54.00%,63.00%,65.00%,>65.00%
[Unlimited] Nonprofit Cloud for Grantmaking,50,99,40.00%,53.00%,55.00%,67.00%,70.00%,>70.00%
[Unlimited] Nonprofit Cloud for Grantmaking,100,199,40.00%,54.00%,56.00%,68.00%,70.00%,>70.00%
[Unlimited] Nonprofit Cloud for Grantmaking,200,599,40.00%,57.00%,58.00%,68.00%,70.00%,>70.00%
[Unlimited] Nonprofit Cloud for Grantmaking,600,799,40.00%,57.00%,60.00%,68.00%,70.00%,>70.00%
[Unlimited] Nonprofit Cloud for Grantmaking,800,999,40.00%,60.00%,65.00%,68.00%,70.00%,>70.00%
[Unlimited] Nonprofit Cloud for Grantmaking,1000,1999,45.00%,60.00%,66.00%,70.00%,72.00%,>72.00%
[Unlimited] Nonprofit Cloud for Grantmaking,2000,999999999,45.00%,60.00%,67.00%,71.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Clinical Participant Enrollment - Participants (100)",1,9,60.00%,80.00%,>80.00%,,,
"[Enterprise, Unlimited] Clinical Participant Enrollment - Participants (100)",10,99,65.00%,85.00%,>85.00%,,,
"[Enterprise, Unlimited] Clinical Participant Enrollment - Participants (100)",100,999999999,70.00%,96.00%,>96.00%,,,
[Enterprise] Public Sector Foundation - Advanced,1,9,46.00%,48.00%,57.00%,67.00%,72.00%,>72.00%
[Enterprise] Public Sector Foundation - Advanced,10,24,45.00%,48.00%,56.00%,64.00%,72.00%,>72.00%
[Enterprise] Public Sector Foundation - Advanced,25,49,47.00%,48.00%,57.00%,67.00%,74.00%,>74.00%
[Enterprise] Public Sector Foundation - Advanced,50,99,48.00%,49.00%,58.00%,69.00%,76.00%,>76.00%
[Enterprise] Public Sector Foundation - Advanced,100,199,55.00%,59.00%,67.00%,79.00%,85.00%,>85.00%
[Enterprise] Public Sector Foundation - Advanced,200,499,56.00%,65.00%,73.00%,81.00%,86.00%,>86.00%
[Enterprise] Public Sector Foundation - Advanced,500,999,55.00%,67.00%,75.00%,83.00%,88.00%,>88.00%
[Enterprise] Public Sector Foundation - Advanced,1000,1999,55.00%,67.00%,75.00%,84.00%,89.00%,>89.00%
[Enterprise] Public Sector Foundation - Advanced,2000,99999,53.00%,66.00%,75.00%,83.00%,90.00%,>90.00%
"[Enterprise, Unlimited] Process Compliance Navigator",1,9999,20.00%,50.00%,60.00%,>60.00%,,
"[Enterprise, Unlimited] Process Compliance Navigator - Admin User Add-on",1,9,20.00%,35.00%,40.00%,>40.00%,,
"[Enterprise, Unlimited] Process Compliance Navigator - Admin User Add-on",10,49,25.00%,40.00%,45.00%,>45.00%,,
